id,faq_topic_id,question,seo_name,answer,alternate_words,is_top_faq,sort,activate,deactivate,is_active,published,sequence
84,9,Is the AMBER Alert Program available in all states?,Is-the-AMBER-Alert-Program-available-in-all-states,The Wireless AMBER Alert Plan is available to wireless subscribers in 49 states. Currently^ Hawaii is the only state where this service is not available.,,0,619,11/20/06 0:00,NULL,1,9/28/09 17:05,4
85,9,Will I be getting Amber Alerts from all over the country?,Will-I-be-getting-Amber-Alerts-from-all-over-the-country,Subscribers that have opted into the Wireless AMBER Alert program will only receive a notice on their wireless device if a child has been abducted from the region the subscriber designated through the selection of up to five zip codes during the registration process.,,0,620,11/20/06 0:00,NULL,1,9/28/09 17:05,9
86,9,Will opting into the program affect my phone?,Will-opting-into-the-program-affect-my-phone,Wireless AMBER Alert notices will appear on your device in the same manner as any other text message.,,0,626,11/20/06 0:00,NULL,1,9/28/09 17:05,10
87,9,Is there a cost to sign up for the program?,Is-there-a-cost-to-sign-up-for-the-program,No. The wireless industry is pleased to provide this public service to its customers who use the SMS text messaging feature.,,0,621,11/20/06 0:00,NULL,1,9/28/09 17:05,3
88,9,Will I be charged if I receive a message through the program?,Will-I-be-charged-if-I-receive-a-message-through-the-program,No. You will incur no costs for receiving AMBER Alert text messages on your wireless phone.,,0,618,11/20/06 0:00,NULL,1,9/28/09 17:05,8
89,9,How do I unsubscribe from the program?,How-do-I-unsubscribe-from-the-program,You may unsubscribe to the Wireless AMBER Alert program at any time by: 1.&nbsp;&nbsp;&nbsp; Go to <a href="http://www.wirelessamberalerts.com">www.wirelessamberalerts.com</a>.2.&nbsp;&nbsp;&nbsp; Enter your mobile number.3.&nbsp;&nbsp;&nbsp; Follow the directions to be removed from further AMBER Alert distribution.,,0,624,11/20/06 0:00,NULL,1,9/28/09 17:05,11
90,9,I received an AMBER Alert and believe that I have information that could be helpful.&nbsp; Who do I contact?,I-received-an-AMBER-Alert-and-believe-that-I-have-information-that-could-be-helpfulandnbsp-Who-do-I-contact,Please call the number that appears in the text of the AMBER Alert notice you receive.,,0,625,11/20/06 0:00,NULL,1,9/28/09 17:05,7
91,9,How many alerts will I get in a day/week/month/year?,How-many-alerts-will-I-get-in-a-dayweekmonthyear,Approximately 200-250 AMBER Alerts are deployed nationwide each year. You will only receive an AMBER Alert if a notice is sent for one of the zip codes you designated when you opted-in to the program.,,0,623,11/20/06 0:00,NULL,1,9/28/09 17:05,6
139,10,What features and services are available to Cricket customers?,What-features-and-services-are-available-to-Cricket-customers,Cricket offers a variety of features and services to its customers.&nbsp; Depending on the phone owned and <a href="../../cell-phone-plans">rate plan</a>^ Cricket customers have access to: &bull;&nbsp;&nbsp;&nbsp; Voicemail &bull;&nbsp;&nbsp;&nbsp; Caller ID &bull;&nbsp;&nbsp;&nbsp; 3-Way Calling &bull;&nbsp;&nbsp;&nbsp; Call Forwarding  &bull;&nbsp;&nbsp;&nbsp; Text Messaging &bull;&nbsp;&nbsp;&nbsp; International Text Messaging &bull;&nbsp;&nbsp;&nbsp; Premium Text Messaging &bull;&nbsp;&nbsp;&nbsp; Picture Messaging &bull;&nbsp;&nbsp;&nbsp; Video Messaging &bull;&nbsp;&nbsp;&nbsp; Long Distance &bull;&nbsp;&nbsp;&nbsp; International Long Distance &bull;&nbsp;&nbsp;&nbsp; Nationwide Roaming &bull; &nbsp; &nbsp;411 Directory Assistance &bull;&nbsp;&nbsp;&nbsp; Data Backup &bull;&nbsp;&nbsp;&nbsp; Ringtones &bull;&nbsp;&nbsp;&nbsp; Ringback Tones &bull;&nbsp;&nbsp;&nbsp; Graphics &bull;&nbsp;&nbsp;&nbsp; Games&bull; &nbsp; &nbsp;Mobile Music &bull; &nbsp; &nbsp;Mobile Web access &bull; &nbsp; &nbsp;Navigation&bull; &nbsp; &nbsp;Handset Protection Program (Insurance) &bull; &nbsp; &nbsp;<a href="http://www.mycricket.com/support/faq/what-is-the-benefit-of-automatic-bill-payment">Automatic Bill Payment</a> &bull;&nbsp;&nbsp;&nbsp; <a href="http://www.mycricket.com/support/faq/what-is-cricket-paygo-auto-top-up">Auto Top-Up</a> &bull; &nbsp; &nbsp;<a href="http://www.mycricket.com/support/topic/tethering">Mobile Hotspot (Cricket Tethering)</a>&bull;&nbsp;&nbsp;&nbsp; Paperless Billing,voice mail^ phone insurance^ three way calling^ 3 way calling^ ring tones^ mobile hotspot^ tethering,0,779,11/20/06 0:00,NULL,1,4/20/13 23:05,2
140,10,What features are included with my rate plan?,What-features-are-included-with-my-rate_plan,Each Cricket service plan offers different features.  If you are an existing Cricket customer you can log into My Account to view your current plan features. If you are new to Cricket^ click here to view <a href="../../cell-phone-plans">current Cricket rate plans</a> and their accompanying features.,calling plan^ plan features^ features^ calling plans^ rate plans^ plans^ plan^,0,778,11/20/06 0:00,NULL,1,3/15/10 15:17,3
141,10,How much do optional features cost?,How-much-do-optional-features-cost,Prices will vary depending on the <a href="../../cell-phone-plans">Cricket service plan</a>.&nbsp; Call 1-800-CRICKET or visit your local <a href="http://account.mycricket.com/cricketlocations/">Cricket store</a> for more pricing information.,features cost^ optional features^ features^,0,784,11/20/06 0:00,NULL,1,10/27/09 10:48,4
142,10,How can I purchase optional features?,How-can-I-purchase-optional-features,Features such as ringtones and wallpaper can be purchased directly from your Cricket phone^ using funds from your Flex Bucket.&nbsp; Other features must be activated by calling 1-800-CRICKET or visiting your local <a href="http://account.mycricket.com/cricketlocations">Cricket store</a>.,ring tones^ ringtones^ wallpaper^ screen saver^ optional features,0,780,11/20/06 0:00,NULL,1,9/28/09 17:05,6
143,10,How can I remove features from my account?,How-can-I-remove-features-from-my-account,For security purposes changes to your account must be made by phone or by visiting a <a href="http://account.mycricket.com/cricketlocations/">Cricket store</a>. When calling Customer Service at 1-800-CRICKET^ you must verify your account information prior to making changes. ,remove features^ my account^ account management^,0,781,11/20/06 0:00,NULL,1,9/28/09 17:05,7
144,10,How do I know if my phone is compatible with a certain feature?,How-do-I-know-if-myandnbspphone-is-compatible-with-a-certain-feature,Visit the <a href="http://www.mycricket.com/support">support section</a> on mycricket.com and "browse by device" for information on your&nbsp;phone's compatibility. If you are unable to locate the information you need please&nbsp;call 1-800-CRICKET or visit your local <a href="http://account.mycricket.com/cricketlocations/">Cricket store</a>.&nbsp; A Cricket Representative can help you in determining what features are available with your phone.,phone compatibility^ phone compatibility matrix^ compatibility^ features^,0,782,11/20/06 0:00,NULL,1,8/9/11 8:26,5
145,15,What is voicemail?,What-is-voicemail,Voicemail is an answering feature that will allow a caller to leave you a message if you do not answer their call.,voice mail,0,1271,11/20/06 0:00,NULL,1,5/15/12 12:19,1
146,15,How do I know I have a voicemail message?,How-do-I-know-I-have-a-voicemail-message,On most Cricket phones an envelope icon will appear on the front call screen.&nbsp; Certain Cricket phones will also give a notification ring or beep to indicate a new voicemail message.&nbsp; Please see your&nbsp;phone's user guide&nbsp;for specific information on your phone's voicemail notification.,voice mail^ voice mail message^ voice mail messages,0,1273,11/20/06 0:00,NULL,1,9/28/09 17:05,2
147,15,How do I retrieve voicemail messages from my Cricket phone?,How-do-I-retrieveandnbsp-voicemail-messages-from-my-Cricket-phone,Please see your phone's Quick Start User Guide for specific information on accessing voicemail from your phone or dial 1-800-Cricket.,voice mail^ voice mail message^ voicemail message^ voicemail messages^ voice mail messages^ check voice mail^ check voicemail^ listen to voicemail^ listen to voice mail^ voicemail setup,0,1274,11/20/06 0:00,NULL,1,8/14/12 9:21,3
148,15,How do I retrieve my voicemail from a landline phone?,How-do-I-retrieve-my-voicemail-from-a-landline-phone,Please refer to the quickstart guide or call 1-800-CRICKET for help with setting up voicemail.,voice mail^ check voicemail^ check voice mail^ check my voice mail^ check my voicemail,0,1275,11/20/06 0:00,NULL,1,8/14/12 9:20,4
149,87,What is Call Waiting?,What-is-Call-Waiting,This feature enables you to accept incoming calls while talking on your Cricket phone. When you are on a call^ you will hear a tone alerting you that there is another call coming in.,call waiting^ call wait,0,682,11/20/06 0:00,NULL,1,9/28/09 17:05,6
150,87,How do I use Call Waiting?,How-do-I-use-Call-Waiting,To use call waiting^ press the SEND key after you hear the tone indicating that a second call is coming to your line.&nbsp; The first caller will be placed on hold while you answer the second call.&nbsp; Once you have completed the second call^ press the SEND key to return to the first caller.,call waiting^ call wait,0,684,11/20/06 0:00,NULL,1,9/28/09 17:05,7
151,17,What is Caller ID?,What-is-Caller-ID,The Caller ID feature allows Cricket customers to identify the person who is calling. When your Cricket phone rings^ you are able to view the number that is calling.&nbsp; In some cases the calling party can choose to block their number from being displayed. This feature is helpful in returning dropped calls or avoiding unwanted calls.,caller id^ caller identification^ caller identity,0,681,11/20/06 0:00,NULL,1,9/28/09 17:05,1
152,17,What is Caller ID blocking?,What-is-Caller-ID-blocking,Caller ID blocking is used to block your Cricket number from being identified when calling a phone with the Caller ID feature. When calling any phone with Caller ID^ your number will be shown as a restricted number.&nbsp; This feature can be added to your account free of charge.,block numbers^ blocking numbers^ call block^ call blocking^ block caller id^ caller id block^ how do I change name on phone^ how do I change name on phone?^ restricted calls^ block incoming calls^ block callers,0,679,11/20/06 0:00,NULL,1,9/20/11 12:36,2
153,18,What is 3-Way Calling?,What-is-3Way-Calling,3-Way Calling allows Cricket customers to conference in a third person to a two way phone conversation.,three way calling^ 3 way calling^ 3 way call ^ three way call,0,569,11/20/06 0:00,NULL,1,9/28/09 17:05,1
154,18,How do I use 3-Way Calling?,How-do-I-use-3Way-Calling,The use of 3-Way Calling will vary by phone.&nbsp; In general:1.&nbsp;&nbsp;&nbsp; Dial the first number you would like to call.2.&nbsp;&nbsp;&nbsp; Press the SEND key.3.&nbsp;&nbsp;&nbsp; Dial the second number you would like to call.4.&nbsp;&nbsp;&nbsp; Press the SEND key.5.&nbsp;&nbsp;&nbsp; All three parties should be connected.Please refer to your phone&rsquo;s owners manual for specific instructions on using 3-Way Calling.,3 way calling^ three way calling^ three way call^ 3 way call,0,570,11/20/06 0:00,NULL,1,9/28/09 17:05,2
155,19,What is text messaging?,What-is-text-messaging,Text messaging is a feature that allows customers to send short messages (up to 160 characters) from their Cricket phone. With a text messaging capable phone^ customers can send messages to most other wireless users in the United States and Canada by simply using the 10-digit mobile number of the recipient.&nbsp; Customers can also send text messages to friends^ family and business associates internationally for $0.20 per message.<a href="../../send-text-message-online">Send a text message</a> to a Cricket subscriber from the Cricket website.,text message^ text messaging^ text^ SMS^ SMS messaging^ SMS message^ texts^,0,1224,11/20/06 0:00,NULL,1,8/28/12 13:05,1
